CustomerID,total_spending,total_transactions,total_quantity,avg_product_price,tenure_months,recency_days,coupon_usage_rate,tech_buyer_flag,avg_basket_size,high_spender,potential_watch_buyer,prediction,prediction_probability
13113,20537.739999999998,62,2494.0,48.63532258064516,44,7,0.25806451612903225,1,40.225806451612904,1,1,1,0.9999999560799221
14800,10639.37,146,404.0,48.41554794520548,21,145,0.4041095890410959,1,2.767123287671233,1,1,1,0.9999999220502557
13148,17809.85,130,186.0,101.50876923076923,16,36,0.3384615384615385,1,1.4307692307692308,1,1,1,0.9999998566549452
14733,10642.44,134,617.0,45.283731343283584,30,58,0.3358208955223881,1,4.604477611940299,1,1,1,0.9999998541924354
16033,7502.42,141,493.0,36.439503546099296,48,108,0.3475177304964539,1,3.49645390070922,1,1,1,0.999999833212777
16222,11171.94,136,335.0,63.24955882352941,45,66,0.34558823529411764,1,2.463235294117647,1,1,1,0.9999998099577118
14180,20984.649999999998,88,1669.0,47.248636363636365,11,15,0.36363636363636365,1,18.96590909090909,1,1,1,0.9999997814901367
17340,9917.45,137,502.0,38.99211678832117,36,173,0.3722627737226277,1,3.664233576642336,1,1,1,0.9999997170061506
15867,11924.49,138,307.0,57.15927536231884,11,58,0.34782608695652173,1,2.2246376811594204,1,1,1,0.9999996757278401
15880,12702.21,106,1060.0,55.4927358490566,33,311,0.330188679245283,1,10.0,1,1,1,0.9999996202406766
17920,11344.22,105,939.0,69.51552380952381,18,40,0.3619047619047619,1,8.942857142857143,1,1,1,0.9999995919464928
15379,10063.38,134,460.0,45.805373134328356,10,94,0.31343283582089554,1,3.4328358208955225,1,1,1,0.9999995211114387
15044,8555.31,130,586.0,37.79276923076923,31,137,0.3076923076923077,1,4.507692307692308,1,1,1,0.9999994358325591
12472,11417.33,126,508.0,57.48277777777778,2,62,0.4126984126984127,1,4.031746031746032,1,1,1,0.9999993982345996
13069,8509.75,138,266.0,46.64297101449275,38,3,0.3115942028985507,1,1.9275362318840579,1,1,1,0.9999993377994068
17811,13236.99,121,428.0,70.84446280991736,35,20,0.2975206611570248,1,3.5371900826446283,1,1,1,0.9999992495559927
16931,10893.07,129,388.0,49.146821705426355,37,85,0.3643410852713178,1,3.007751937984496,1,1,1,0.9999989210870598
12471,13907.84,128,279.0,64.093359375,11,15,0.3125,1,2.1796875,1,1,1,0.9999987730509196
15356,9328.55,115,701.0,49.13478260869565,32,221,0.3391304347826087,1,6.095652173913043,1,1,1,0.9999985894742126
12682,12186.51,127,230.0,65.76992125984252,33,20,0.2755905511811024,1,1.811023622047244,1,1,1,0.9999984893356658
17757,7777.24,123,538.0,40.61951219512195,45,47,0.3089430894308943,1,4.373983739837398,1,1,1,0.9999983022901892
16110,12657.84,115,252.0,89.45026086956523,29,22,0.3565217391304348,1,2.1913043478260867,1,1,1,0.9999980532208835
15351,20858.43,53,2160.0,49.80283018867925,29,320,0.2641509433962264,1,40.75471698113208,1,1,1,0.9999980296649784
16161,11501.39,124,341.0,59.63637096774193,10,21,0.3467741935483871,1,2.75,1,1,1,0.999997952044185
17975,12532.34,89,1397.0,37.01359550561798,6,19,0.3595505617977528,1,15.696629213483146,1,1,1,0.9999977458824141
13798,9735.58,123,348.0,52.02040650406504,37,81,0.2845528455284553,1,2.8292682926829267,1,1,1,0.9999968760628376
15358,10528.4,122,283.0,57.98327868852459,35,28,0.3442622950819672,1,2.319672131147541,1,1,1,0.9999962547293025
17602,11731.93,103,409.0,91.03009708737865,40,97,0.2621359223300971,1,3.970873786407767,1,1,1,0.999995893902639
17799,9188.15,119,458.0,48.342773109243694,14,78,0.3025210084033613,1,3.8487394957983194,1,1,1,0.9999956518756842
17284,6161.88,131,322.0,28.033511450381678,38,148,0.33587786259541985,1,2.4580152671755724,1,1,1,0.9999951874071845
12451,9722.05,101,799.0,49.42851485148515,49,103,0.33663366336633666,1,7.910891089108911,1,1,1,0.9999943721561221
14541,12658.8,74,1068.0,91.40702702702703,24,47,0.2702702702702703,1,14.432432432432432,1,1,1,0.9999940639741739
14587,9882.16,117,431.0,48.57188034188034,30,24,0.29914529914529914,1,3.6837606837606836,1,1,1,0.9999939455275462
17338,6577.44,122,422.0,35.10065573770492,40,129,0.2786885245901639,1,3.459016393442623,1,1,1,0.9999933810203963
15640,9540.94,111,683.0,35.81783783783784,30,136,0.3333333333333333,1,6.153153153153153,1,1,1,0.9999930302682652
14049,11126.72,114,269.0,68.14412280701755,45,63,0.32456140350877194,1,2.3596491228070176,1,1,1,0.9999928050508504
12841,11711.93,110,376.0,68.51563636363636,19,34,0.33636363636363636,1,3.418181818181818,1,1,1,0.9999919805088064
14415,10032.72,117,384.0,42.364615384615384,47,104,0.37606837606837606,1,3.282051282051282,1,1,1,0.9999893087600257
17406,6636.1,116,573.0,29.223275862068967,3,125,0.46551724137931033,1,4.939655172413793,1,1,1,0.9999882406412831
17968,7527.650000000001,85,1202.0,39.536235294117645,33,359,0.38823529411764707,1,14.141176470588235,1,1,1,0.9999882355792781
15998,8311.8,117,515.0,31.370256410256406,16,236,0.26495726495726496,1,4.401709401709402,1,1,1,0.9999871218715005
12731,12269.800000000001,62,1121.0,99.14548387096775,28,34,0.25806451612903225,1,18.080645161290324,1,1,1,0.9999832471510182
17894,10151.41,115,284.0,50.11834782608695,37,31,0.28695652173913044,1,2.4695652173913043,1,1,1,0.9999811061198564
16771,10926.69,105,377.0,64.28857142857143,39,18,0.3333333333333333,1,3.5904761904761906,1,1,1,0.9999804548441327
15514,6465.1900000000005,113,526.0,32.284601769911504,22,220,0.3274336283185841,1,4.654867256637168,1,1,1,0.9999802374127658
13468,8915.0,79,1153.0,49.77253164556962,33,19,0.3037974683544304,1,14.594936708860759,1,1,1,0.9999800099947154
15727,6835.5,99,750.0,37.82585858585859,40,128,0.2828282828282828,1,7.575757575757576,1,1,1,0.9999750561390038
17218,7237.5,119,231.0,41.277058823529416,31,142,0.36134453781512604,1,1.9411764705882353,1,1,1,0.9999733910151316
17827,7230.68,112,403.0,41.15919642857143,32,249,0.2857142857142857,1,3.5982142857142856,1,1,1,0.9999721113815558
16713,7977.66,106,566.0,37.48754716981132,5,177,0.33962264150943394,1,5.339622641509434,1,1,1,0.9999625550211543
17059,8664.0,117,153.0,49.94931623931624,24,316,0.3333333333333333,1,1.3076923076923077,1,1,1,0.9999599469651673
13408,7423.24,78,1040.0,52.608717948717945,30,32,0.34615384615384615,1,13.333333333333334,1,1,1,0.9999582439758858
13050,10409.81,103,298.0,67.40592233009708,10,4,0.32038834951456313,1,2.8932038834951457,1,1,1,0.9999529014713351
17198,9041.380000000001,77,966.0,63.89415584415585,18,258,0.2857142857142857,1,12.545454545454545,1,1,1,0.9999525605327139
16327,9196.49,101,195.0,68.67633663366337,44,44,0.33663366336633666,1,1.9306930693069306,1,1,1,0.999910363948176
17463,10314.9,94,186.0,88.56861702127661,27,35,0.3191489361702128,1,1.9787234042553192,1,1,1,0.9999063907536881
14083,6739.39,95,664.0,35.55936842105263,41,174,0.28421052631578947,1,6.989473684210527,1,1,1,0.9999030064385773
14088,9298.72,93,358.0,69.93064516129033,39,89,0.3333333333333333,1,3.849462365591398,1,1,1,0.9998927886077843
13742,8239.94,94,498.0,55.18053191489362,6,81,0.32978723404255317,1,5.297872340425532,1,1,1,0.9998772906230181
15023,6549.16,104,337.0,41.512884615384614,40,104,0.38461538461538464,1,3.2403846153846154,1,1,1,0.9998709007166212
16714,10834.28,93,233.0,79.37698924731183,38,60,0.3763440860215054,1,2.5053763440860215,1,1,1,0.9998689870513072
15708,8272.31,96,551.0,35.7959375,49,36,0.3645833333333333,1,5.739583333333333,1,1,1,0.999851718694134
15547,7672.31,90,357.0,70.21366666666667,40,42,0.4222222222222222,1,3.966666666666667,1,1,1,0.9998386173727001
13869,12112.3,71,729.0,80.3469014084507,6,34,0.3380281690140845,1,10.267605633802816,1,1,1,0.9997952800113611
17449,6762.36,73,886.0,56.42150684931507,24,209,0.3150684931506849,1,12.136986301369863,1,1,1,0.9997728883798748
18283,6362.77,102,155.0,55.470588235294116,36,82,0.37254901960784315,1,1.5196078431372548,1,1,1,0.9997519067663906
14669,5825.9,110,146.0,35.29845454545455,39,134,0.32727272727272727,1,1.3272727272727274,1,1,1,0.9997290004923369
18055,8623.28,96,242.0,62.118854166666665,18,26,0.34375,1,2.5208333333333335,1,1,1,0.9997270975874517
14680,7088.59,89,577.0,41.82943820224719,37,70,0.4044943820224719,1,6.48314606741573,1,1,1,0.9997145126879842
17609,6573.85,100,442.0,28.7469,21,115,0.46,1,4.42,1,1,1,0.9996832103182821
12370,6878.31,88,589.0,45.01375,21,189,0.2159090909090909,1,6.693181818181818,1,1,1,0.9996779959810621
13230,9617.4,81,361.0,81.6032098765432,30,11,0.3333333333333333,1,4.45679012345679,1,1,1,0.999647436824068
12484,5335.14,98,434.0,27.440510204081633,44,149,0.3877551020408163,1,4.428571428571429,1,1,1,0.9995710055910247
15235,6403.84,88,557.0,41.221363636363634,23,12,0.23863636363636365,1,6.329545454545454,1,1,1,0.9995364692619942
17884,8848.42,93,241.0,58.930322580645154,37,26,0.3118279569892473,1,2.5913978494623655,1,1,1,0.9995302577068099
17890,7277.87,91,423.0,45.91010989010989,27,90,0.38461538461538464,1,4.648351648351649,1,1,1,0.999514125453014
13319,6227.05,98,277.0,43.714183673469385,27,167,0.336734693877551,1,2.826530612244898,1,1,1,0.9994978240610136
12683,9876.199999999999,77,744.0,47.90402597402598,15,92,0.3246753246753247,1,9.662337662337663,1,1,1,0.9994571983724778
17315,7908.99,85,358.0,66.6064705882353,10,5,0.3764705882352941,1,4.211764705882353,1,1,1,0.9994237883695217
16919,6842.06,65,969.0,54.080615384615385,10,214,0.35384615384615387,1,14.907692307692308,1,1,1,0.999392587584894
17372,8320.27,95,259.0,52.00957894736842,4,58,0.30526315789473685,1,2.7263157894736842,1,1,1,0.9993699888968011
13694,5462.3,102,150.0,40.081078431372546,44,11,0.24509803921568626,1,1.4705882352941178,1,1,1,0.9993436188420846
17365,4207.37,79,770.0,37.679493670886075,11,135,0.3670886075949367,1,9.746835443037975,1,1,1,0.9993379473484783
17238,9242.55,86,280.0,69.7496511627907,20,88,0.26744186046511625,1,3.255813953488372,1,1,1,0.9993371928172767
13715,6898.99,98,268.0,39.582857142857144,23,152,0.40816326530612246,1,2.7346938775510203,1,1,1,0.9993043853923022
12577,5932.2,67,976.0,44.87134328358209,10,202,0.31343283582089554,1,14.567164179104477,1,1,1,0.9992316586030103
16814,7502.61,92,318.0,46.58010869565217,22,15,0.2608695652173913,1,3.4565217391304346,1,1,1,0.999159492711361
14702,7716.88,90,307.0,46.611111111111114,50,45,0.4111111111111111,1,3.411111111111111,1,1,1,0.9990579992889503
15555,5653.17,96,240.0,40.01958333333334,34,230,0.40625,1,2.5,1,1,1,0.9989485620884887
14307,7622.34,79,394.0,65.9473417721519,28,99,0.4050632911392405,1,4.987341772151899,1,1,1,0.9989116001306172
17085,5169.92,86,552.0,33.276162790697676,19,178,0.29069767441860467,1,6.4186046511627906,1,1,1,0.9988185813480244
13102,8497.24,93,169.0,54.304838709677426,10,7,0.34408602150537637,1,1.8172043010752688,1,1,1,0.9987541218974267
17591,5722.11,98,132.0,43.754285714285714,25,58,0.35714285714285715,1,1.346938775510204,1,1,1,0.9987375058474808
17231,6446.55,85,461.0,44.98188235294118,5,96,0.3176470588235294,1,5.423529411764706,1,1,1,0.9987140125818211
12377,9950.31,77,421.0,65.72220779220778,27,40,0.2727272727272727,1,5.467532467532467,1,1,1,0.9986843453817684
18125,10860.11,83,165.0,79.28072289156627,3,48,0.3493975903614458,1,1.9879518072289157,1,1,1,0.9986371642373656
13680,5987.91,90,298.0,44.184444444444445,34,151,0.4,1,3.311111111111111,1,1,1,0.9986089577294018
15426,6202.37,87,440.0,39.233218390804595,17,291,0.4482758620689655,1,5.057471264367816,1,1,1,0.9985604495370219
15889,9348.3,66,583.0,77.0089393939394,21,306,0.3181818181818182,1,8.833333333333334,1,1,1,0.9985545240926987
13168,4892.71,76,753.0,31.163552631578945,24,66,0.3684210526315789,1,9.907894736842104,1,1,1,0.9984134978226759
17019,7769.96,90,170.0,53.77655555555556,25,126,0.3,1,1.8888888888888888,1,1,1,0.9980656750136311
14573,6717.89,76,625.0,40.46368421052632,40,334,0.34210526315789475,1,8.223684210526315,1,1,1,0.9980195250229847
16686,7985.74,87,123.0,64.91126436781609,31,180,0.28735632183908044,1,1.4137931034482758,1,1,1,0.9979694408784386
14156,8394.93,86,112.0,69.32662790697674,5,13,0.3488372093023256,1,1.302325581395349,1,1,1,0.9977989861044945
14723,6643.03,90,297.0,40.91266666666667,4,191,0.36666666666666664,1,3.3,1,1,1,0.9977279410993634
17690,6768.68,76,564.0,46.08723684210526,6,111,0.42105263157894735,1,7.421052631578948,1,1,1,0.9975510095396605
17796,9722.67,78,108.0,87.93782051282051,5,38,0.358974358974359,1,1.3846153846153846,1,1,1,0.9975350599598856
14146,10268.67,70,579.0,56.58114285714286,29,45,0.2857142857142857,1,8.271428571428572,1,1,1,0.9975027915863031
14472,5638.43,70,835.0,33.92014285714286,10,145,0.15714285714285714,1,11.928571428571429,1,1,1,0.9974852257628414
17965,4679.24,92,224.0,40.43521739130435,7,42,0.30434782608695654,1,2.4347826086956523,1,1,1,0.9973974588531801
15983,5839.57,81,447.0,41.583333333333336,25,219,0.2962962962962963,1,5.518518518518518,1,1,1,0.9970411754694791
14713,7306.93,80,219.0,63.660000000000004,42,92,0.3875,1,2.7375,1,1,1,0.9969628268564761
14729,8067.44,71,352.0,71.44887323943662,43,357,0.38028169014084506,1,4.957746478873239,1,1,1,0.9964715382843827
13267,16574.14,46,1141.0,50.48021739130435,46,130,0.32608695652173914,1,24.804347826086957,1,1,1,0.9962730371025514
16456,8437.39,62,264.0,98.77064516129032,47,3,0.3870967741935484,1,4.258064516129032,1,1,1,0.9961112633486666
17017,6860.5,75,253.0,66.7788,40,213,0.37333333333333335,1,3.3733333333333335,1,1,1,0.9952969126486845
13280,8257.6,78,220.0,60.66871794871795,43,46,0.2948717948717949,1,2.8205128205128207,1,1,1,0.9949410457087126
17619,5797.21,77,285.0,57.04090909090909,30,30,0.4675324675324675,1,3.7012987012987013,1,1,1,0.9949250572361266
16891,7011.16,69,372.0,72.51811594202898,12,332,0.36231884057971014,1,5.391304347826087,1,1,1,0.9948860957256145
15034,5753.96,82,314.0,45.34634146341463,2,159,0.3780487804878049,1,3.8292682926829267,1,1,1,0.9945421153621483
17220,7493.31,69,190.0,87.6636231884058,19,33,0.3333333333333333,1,2.753623188405797,1,1,1,0.994513330887289
15159,7841.41,80,113.0,67.07887500000001,29,43,0.2875,1,1.4125,1,1,1,0.9944514684858704
13564,6967.63,82,205.0,53.49146341463415,26,173,0.3048780487804878,1,2.5,1,1,1,0.9943831838998656
14040,7589.99,67,333.0,77.85686567164178,10,39,0.40298507462686567,1,4.970149253731344,1,1,1,0.9941915206438487
15529,8176.2,75,329.0,57.217866666666666,16,95,0.38666666666666666,1,4.386666666666667,1,1,1,0.9938906401916427
17223,7563.25,49,905.0,63.324285714285715,10,17,0.24489795918367346,1,18.46938775510204,1,1,1,0.9936546389450422
16779,5490.54,75,456.0,44.434000000000005,11,21,0.26666666666666666,1,6.08,1,1,1,0.9936395379725181
15862,8196.41,64,332.0,83.5590625,24,362,0.34375,1,5.1875,1,1,1,0.9933041387655346
12668,6682.5199999999995,74,214.0,67.06743243243243,32,31,0.2972972972972973,1,2.891891891891892,1,1,1,0.9928248838440771
16016,6401.0,70,482.0,51.67785714285714,19,269,0.35714285714285715,1,6.885714285714286,1,1,1,0.9925919904967148
17259,5208.55,87,152.0,45.66183908045977,8,295,0.21839080459770116,1,1.7471264367816093,1,1,1,0.9925859966891508
16770,8597.52,67,127.0,93.07582089552238,26,37,0.3582089552238806,1,1.8955223880597014,1,1,1,0.9924507237216778
17954,6661.22,84,175.0,45.95297619047619,22,119,0.38095238095238093,1,2.0833333333333335,1,1,1,0.9920627483595404
14701,7793.33,57,277.0,99.54578947368421,43,52,0.2631578947368421,1,4.859649122807017,1,1,1,0.9917397560406921
14130,10611.41,67,180.0,83.31597014925373,50,75,0.3283582089552239,1,2.6865671641791047,1,1,1,0.9916421409684671
15549,9138.48,62,260.0,92.55129032258066,5,39,0.41935483870967744,1,4.193548387096774,1,1,1,0.9916017756901164
12626,5100.25,67,582.0,44.043880597014926,30,27,0.29850746268656714,1,8.686567164179104,1,1,1,0.9913972704438809
17722,5675.5599999999995,80,146.0,56.388125,12,58,0.425,1,1.825,1,1,1,0.9902826044643747
17673,7793.31,44,71.0,152.78363636363636,12,81,0.38636363636363635,1,1.6136363636363635,1,1,1,0.9895485158376944
16274,6182.0,67,469.0,51.65656716417911,43,352,0.44776119402985076,1,7.0,1,1,1,0.9893706688429933
16904,6240.42,76,234.0,55.88026315789473,17,101,0.27631578947368424,1,3.0789473684210527,1,1,1,0.989076008729774
17961,9796.22,81,398.0,26.186296296296298,10,18,0.38271604938271603,1,4.91358024691358,1,1,1,0.988910233487103
12766,4114.4,88,158.0,31.536590909090908,22,142,0.3409090909090909,1,1.7954545454545454,1,1,1,0.9879493244259019
16065,7328.62,74,110.0,68.18216216216216,41,260,0.3108108108108108,1,1.4864864864864864,1,1,1,0.9867684376069364
13004,5588.5,72,234.0,58.909166666666664,37,51,0.3611111111111111,1,3.25,1,1,1,0.9863060509145689
15525,7840.24,57,417.0,78.03526315789475,48,356,0.2631578947368421,1,7.315789473684211,1,1,1,0.9860814182400065
17191,7132.1,71,396.0,48.5243661971831,13,290,0.28169014084507044,1,5.577464788732394,1,1,1,0.9852833012445955
13198,5469.49,77,132.0,54.00857142857143,50,68,0.38961038961038963,1,1.7142857142857142,1,1,1,0.9852186320374668
17787,7008.13,77,111.0,61.76753246753247,8,95,0.23376623376623376,1,1.4415584415584415,1,1,1,0.9843962603922933
18077,5189.4800000000005,62,531.0,50.299032258064514,34,73,0.46774193548387094,1,8.564516129032258,1,1,1,0.9835685032682329
13458,3433.53,87,198.0,23.06712643678161,33,104,0.367816091954023,1,2.2758620689655173,0,0,1,0.9834153120402569
17062,5638.45,71,266.0,53.91971830985915,44,39,0.352112676056338,1,3.7464788732394365,1,1,1,0.9831705426663837
12720,6810.07,65,225.0,74.86046153846155,20,34,0.4,1,3.4615384615384617,1,1,1,0.9820847395504444
14462,8165.929999999999,59,83.0,98.53203389830509,42,6,0.3389830508474576,1,1.4067796610169492,1,1,1,0.9781360616987395
16710,4220.83,75,330.0,35.193733333333334,30,214,0.4266666666666667,1,4.4,1,1,1,0.9775389123520586
12744,9351.55,55,356.0,83.33054545454546,16,68,0.3090909090909091,1,6.472727272727273,1,1,1,0.9767178537184764
16395,6562.08,60,215.0,84.47233333333334,18,96,0.35,1,3.5833333333333335,1,1,1,0.9758732974498251
15503,3683.4700000000003,70,397.0,38.22671428571429,45,242,0.2714285714285714,1,5.671428571428572,0,0,1,0.9751523213432572
17897,5442.5,73,208.0,53.285479452054794,19,280,0.3287671232876712,1,2.8493150684931505,1,1,1,0.9749121520730357
13777,6817.96,67,80.0,81.63089552238807,7,18,0.26865671641791045,1,1.1940298507462686,1,1,1,0.9747341095008366
17634,3746.6,73,459.0,25.036301369863015,32,156,0.2602739726027397,1,6.287671232876712,0,0,1,0.9741874090135703
17211,4559.27,75,385.0,27.673333333333332,29,172,0.3333333333333333,1,5.133333333333334,1,1,1,0.9740896745522992
18069,5012.15,76,210.0,43.408815789473685,10,116,0.42105263157894735,1,2.763157894736842,1,1,1,0.9717206849803088
14099,6343.43,59,383.0,64.88525423728814,32,118,0.3728813559322034,1,6.491525423728813,1,1,1,0.9708844157816702
17858,4540.94,35,893.0,69.818,34,82,0.37142857142857144,1,25.514285714285716,1,1,1,0.9667636466383958
16241,5859.08,69,322.0,44.55768115942029,34,165,0.2463768115942029,1,4.666666666666667,1,1,1,0.9661152831697731
16889,4358.68,48,979.0,28.146874999999998,23,151,0.3333333333333333,1,20.395833333333332,1,1,1,0.9614238576085776
14978,4383.61,74,119.0,49.55108108108108,36,61,0.28378378378378377,1,1.6081081081081081,1,1,1,0.9607734942819665
13767,5142.18,73,206.0,43.17328767123288,29,137,0.4794520547945205,1,2.8219178082191783,1,1,1,0.9603842395978208
12347,13834.900000000001,60,342.0,62.436,20,59,0.3333333333333333,1,5.7,1,1,1,0.9588070763619763
12921,5963.99,59,394.0,55.833728813559325,49,164,0.3559322033898305,1,6.677966101694915,1,1,1,0.9575842609519302
13815,8189.92,53,85.0,104.21169811320755,33,70,0.3018867924528302,1,1.6037735849056605,1,1,1,0.9573240816288161
15415,7344.68,48,61.0,119.32666666666667,27,36,0.3541666666666667,1,1.2708333333333333,1,1,1,0.9571568494233011
13137,7423.92,48,78.0,115.74541666666666,37,9,0.3125,1,1.625,1,1,1,0.9554813368465217
12826,7699.88,49,313.0,90.05653061224491,33,53,0.2857142857142857,1,6.387755102040816,1,1,1,0.9554508751815524
17068,6320.86,69,104.0,61.81028985507246,31,32,0.30434782608695654,1,1.5072463768115942,1,1,1,0.9554403490731919
12578,5677.5,76,116.0,45.52828947368421,8,56,0.39473684210526316,1,1.5263157894736843,1,1,1,0.954757308510258
14044,7393.91,55,72.0,95.74963636363636,49,14,0.2,1,1.309090909090909,1,1,1,0.9487018043343284
14688,7380.1900000000005,58,124.0,82.54758620689655,46,32,0.3103448275862069,1,2.1379310344827585,1,1,1,0.9478378999662376
17392,7374.16,62,98.0,78.36483870967741,6,3,0.3548387096774194,1,1.5806451612903225,1,1,1,0.9423170325481576
14329,4145.51,75,157.0,37.2776,22,120,0.25333333333333335,1,2.0933333333333333,1,1,1,0.9353951740209164
12637,4378.81,75,125.0,38.24386666666667,13,56,0.3466666666666667,1,1.6666666666666667,1,1,1,0.9245894617616134
17097,5761.46,63,158.0,62.32222222222222,33,99,0.3333333333333333,1,2.507936507936508,1,1,1,0.9241439298472401
16795,4581.3,65,274.0,47.14630769230769,20,257,0.4461538461538462,1,4.2153846153846155,1,1,1,0.9230794501109821
12383,4954.12,69,185.0,44.61724637681159,32,99,0.30434782608695654,1,2.681159420289855,1,1,1,0.9227522063565557
12585,3809.52,74,212.0,32.89256756756757,4,160,0.3108108108108108,1,2.864864864864865,0,0,1,0.9206733617405013
17735,6762.68,57,163.0,73.82,49,62,0.2982456140350877,1,2.8596491228070176,1,1,1,0.9203494073448053
14081,5404.32,69,262.0,34.78260869565217,49,304,0.34782608695652173,1,3.7971014492753623,1,1,1,0.9197113289089311
